Category,Weights,Date,cpi_value,Year,Month
Education,200.9885867838568,2013-01-01,94.88341704860518,2013,1
Education,200.9885867838568,2013-02-01,94.88341704860518,2013,2
Education,200.9885867838568,2013-03-01,94.88341704860518,2013,3
Education,200.9885867838568,2013-04-01,94.88341704860518,2013,4
Education,200.9885867838568,2013-05-01,94.88341704860518,2013,5
Education,200.9885867838568,2013-06-01,94.88341704860518,2013,6
Education,200.9885867838568,2013-07-01,94.88341704860518,2013,7
Education,200.9885867838568,2013-08-01,94.88341704860518,2013,8
Education,200.9885867838568,2013-09-01,94.88341704860518,2013,9
Education,200.9885867838568,2013-10-01,94.88341704860518,2013,10
Education,200.9885867838568,2013-11-01,94.88341704860518,2013,11
Education,200.9885867838568,2013-12-01,94.88341704860518,2013,12
Education,200.9885867838568,2014-01-01,100.0,2014,1
Education,200.9885867838568,2014-02-01,100.0,2014,2
Education,200.9885867838568,2014-03-01,100.0,2014,3
Education,200.9885867838568,2014-04-01,100.00287293199108,2014,4
Education,200.9885867838568,2014-05-01,100.00021085356317,2014,5
Education,200.9885867838568,2014-06-01,100.00043945489897,2014,6
Education,200.9885867838568,2014-07-01,100.00027884035234,2014,7
Education,200.9885867838568,2014-08-01,100.00027802768214,2014,8
Education,200.9885867838568,2014-09-01,99.99968955327638,2014,9
Education,200.9885867838568,2014-10-01,99.99968956759903,2014,10
Education,200.9885867838568,2014-11-01,100.17814618757862,2014,11
Education,200.9885867838568,2014-12-01,100.17829961289468,2014,12
Education,200.9885867838568,2015-01-01,101.56911497035736,2015,1
Education,200.9885867838568,2015-02-01,102.78963751292713,2015,2
Education,200.9885867838568,2015-03-01,102.78930471520191,2015,3
Education,200.9885867838568,2015-04-01,102.75902641365121,2015,4
Education,200.9885867838568,2015-05-01,102.78879699207117,2015,5
Education,200.9885867838568,2015-06-01,102.78892024097144,2015,6
Education,200.9885867838568,2015-07-01,102.78892024097144,2015,7
Education,200.9885867838568,2015-08-01,102.78813308306889,2015,8
Education,200.9885867838568,2015-09-01,102.78813308306889,2015,9
Education,200.9885867838568,2015-10-01,102.78813308306889,2015,10
Education,200.9885867838568,2015-11-01,102.78718862719171,2015,11
Education,200.9885867838568,2015-12-01,102.78813309608992,2015,12
Education,200.9885867838568,2016-01-01,102.78813309608994,2016,1
Education,200.9885867838568,2016-02-01,104.87776771199816,2016,2
Education,200.9885867838568,2016-03-01,104.88256646077427,2016,3
Education,200.9885867838568,2016-04-01,104.88256646077427,2016,4
Education,200.9885867838568,2016-05-01,104.88256646077427,2016,5
Education,200.9885867838568,2016-06-01,104.88256646077427,2016,6
Education,200.9885867838568,2016-07-01,104.88248858095449,2016,7
Education,200.9885867838568,2016-08-01,104.88256647363362,2016,8
Education,200.9885867838568,2016-09-01,105.18783707418865,2016,9
Education,200.9885867838568,2016-10-01,105.18783707418865,2016,10
Education,200.9885867838568,2016-11-01,105.18783707418865,2016,11
Education,200.9885867838568,2016-12-01,105.18783707418865,2016,12
Education,200.9885867838568,2017-01-01,129.6138246643929,2017,1
Education,200.9885867838568,2017-02-01,129.613814801405,2017,2
Education,200.9885867838568,2017-03-01,129.6138246643929,2017,3
Education,200.9885867838568,2017-04-01,129.6137606479385,2017,4
Education,200.9885867838568,2017-05-01,129.6137606479385,2017,5
Education,200.9885867838568,2017-06-01,129.61247816401934,2017,6
Education,200.9885867838568,2017-07-01,129.39448757174407,2017,7
Education,200.9885867838568,2017-08-01,129.39448757174407,2017,8
Education,200.9885867838568,2017-09-01,129.39448757174407,2017,9
Education,200.9885867838568,2017-10-01,129.39448757174407,2017,10
Education,200.9885867838568,2017-11-01,129.85528148499475,2017,11
Education,200.9885867838568,2017-12-01,129.85528148499475,2017,12
Education,200.9885867838568,2018-01-01,133.29742192792907,2018,1
Education,200.9885867838568,2018-02-01,133.29742192792907,2018,2
Education,200.9885867838568,2018-03-01,133.29742192792907,2018,3
Education,200.9885867838568,2018-04-10,133.30274175865625,2018,4
Education,200.9885867838568,2018-05-10,133.30274175865625,2018,5
Education,200.9885867838568,2018-06-10,133.30271761059544,2018,6
Education,200.9885867838568,2018-07-10,133.31931486846022,2018,7
Education,200.9885867838568,2018-08-10,133.3190397794457,2018,8
Education,200.9885867838568,2018-09-10,133.3190397794457,2018,9
Education,200.9885867838568,2018-10-10,133.3190397794457,2018,10
Education,200.9885867838568,2018-11-10,133.3190397794457,2018,11
Education,200.9885867838568,2018-12-10,133.3190397794457,2018,12
Education,200.9885867838568,2019-01-10,136.05692498571548,2019,1
Education,200.9885867838568,2019-02-10,136.05692498571548,2019,2
Education,200.9885867838568,2019-03-10,136.05779321438536,2019,3
Education,200.9885867838568,2019-04-10,136.05779321438536,2019,4
Education,200.9885867838568,2019-05-10,136.05813472408826,2019,5
Education,200.9885867838568,2019-06-10,136.05779321438536,2019,6
Education,200.9885867838568,2019-07-10,136.05779321438536,2019,7
Education,200.9885867838568,2019-08-10,136.05779321438536,2019,8
Education,200.9885867838568,2019-09-10,136.05779321438536,2019,9
Education,200.9885867838568,2019-10-10,136.05779321438536,2019,10
Education,200.9885867838568,2019-11-10,136.05741985725192,2019,11
Education,200.9885867838568,2019-12-10,136.05741985725192,2019,12
Education,200.9885867838568,2020-01-10,139.55298506374072,2020,1
Education,200.9885867838568,2020-02-10,139.55068267955394,2020,2
Education,200.9885867838568,2020-03-10,139.55068267955394,2020,3
Education,200.9885867838568,2020-04-10,139.55068267955394,2020,4
Education,200.9885867838568,2020-05-10,139.55068267955394,2020,5
Education,200.9885867838568,2020-06-10,139.55068267955394,2020,6
Education,200.9885867838568,2020-07-10,139.55064949671004,2020,7
Education,200.9885867838568,2020-08-10,139.55064949671004,2020,8
Education,200.9885867838568,2020-09-10,139.55064949671004,2020,9
Education,200.9885867838568,2020-10-10,139.55064949671004,2020,10
Education,200.9885867838568,2020-11-10,139.55212345870962,2020,11
Education,200.9885867838568,2020-12-10,139.5532530649182,2020,12
Education,200.9885867838568,2021-01-10,139.5532530649182,2021,1
Education,200.9885867838568,2021-02-10,139.6236013755945,2021,2
Education,200.9885867838568,2021-03-10,147.23665560677017,2021,3
Education,200.9885867838568,2021-04-10,147.286825383441,2021,4
Education,200.9885867838568,2021-05-10,147.28848033669385,2021,5
Education,200.9885867838568,2021-06-10,147.28848033669385,2021,6
Education,200.9885867838568,2021-07-10,147.28848033669385,2021,7
Education,200.9885867838568,2021-08-10,147.28848033669385,2021,8
Education,200.9885867838568,2021-09-10,147.28848033669385,2021,9
Education,200.9885867838568,2021-10-10,157.11598282071785,2021,10
Education,200.9885867838568,2021-11-10,157.11598282071785,2021,11
Education,200.9885867838568,2021-12-10,157.11598282071785,2021,12
Education,200.9885867838568,2022-01-10,157.1391791110532,2022,1
Education,200.9885867838568,2022-02-10,157.1391791110532,2022,2
Education,200.9885867838568,2022-03-10,157.1391791110532,2022,3
Education,200.9885867838568,2022-04-10,157.156331339407,2022,4
Education,200.9885867838568,2022-05-10,157.08775633038292,2022,5
Education,200.9885867838568,2022-06-10,157.08775633038292,2022,6
Education,200.9885867838568,2022-07-10,157.08775633038292,2022,7
Education,200.9885867838568,2022-08-10,157.08775633038292,2022,8
Education,200.9885867838568,2022-09-10,157.10971919478663,2022,9
Education,200.9885867838568,2022-10-10,178.89801567002812,2022,10
Education,200.9885867838568,2022-11-10,178.89801567002812,2022,11
Education,200.9885867838568,2022-12-10,178.89801567002812,2022,12
Education,200.9885867838568,2023-01-10,178.9064693828079,2023,1
Education,200.9885867838568,2023-02-10,178.91057994320474,2023,2
Education,200.9885867838568,2023-03-10,178.91057994320474,2023,3
Education,200.9885867838568,2023-04-10,178.91057994320474,2023,4
Education,200.9885867838568,2023-05-10,178.91057994320474,2023,5
Education,200.9885867838568,2023-06-10,178.91057994320474,2023,6
Education,200.9885867838568,2023-07-10,178.91057994320474,2023,7
Education,200.9885867838568,2023-08-10,178.91057994320474,2023,8
Education,200.9885867838568,2023-09-10,178.91057994320474,2023,9
Education,200.9885867838568,2023-10-10,183.23764794790162,2023,10
Education,200.9885867838568,2023-11-10,183.23764794790162,2023,11
Education,200.9885867838568,2023-12-10,183.23764794790162,2023,12
Education,200.9885867838568,2024-01-10,183.4147616828859,2024,1
Education,200.9885867838568,2024-02-10,183.4147616828859,2024,2
Education,200.9885867838568,2024-03-10,183.4147616828859,2024,3
Education,200.9885867838568,2024-04-10,183.47947028599796,2024,4
Education,200.9885867838568,2024-05-10,183.47947028599796,2024,5
Education,200.9885867838568,2024-06-10,183.47947028599796,2024,6
Education,200.9885867838568,2024-07-10,183.47947028599796,2024,7
Education,200.9885867838568,2024-08-10,183.47947028599796,2024,8
Education,200.9885867838568,2024-09-10,193.54353904167678,2024,9
Education,200.9885867838568,2024-10-10,193.54353904167678,2024,10
Education,200.9885867838568,2024-11-10,193.54353904167678,2024,11
Education,200.9885867838568,2024-12-10,193.54353904167678,2024,12
Education,200.9885867838568,2025-01-10,193.6455227594217,2025,1
Education,200.9885867838568,2025-02-10,193.6455227594217,2025,2
Education,200.9885867838568,2025-03-10,193.6455227594217,2025,3
Food and non-alcoholic beverages,3903.5428337111343,2009-02-01,74.83668609147115,2009,2
Food and non-alcoholic beverages,3903.5428337111343,2009-03-01,77.90264756226848,2009,3
Food and non-alcoholic beverages,3903.5428337111343,2009-04-01,77.55517527588417,2009,4
Food and non-alcoholic beverages,3903.5428337111343,2009-05-01,78.27625758146993,2009,5
Food and non-alcoholic beverages,3903.5428337111343,2009-06-01,75.09210740309767,2009,6
Food and non-alcoholic beverages,3903.5428337111343,2009-07-01,78.72787006921035,2009,7
Food and non-alcoholic beverages,3903.5428337111343,2009-08-01,78.96481228554363,2009,8
Food and non-alcoholic beverages,3903.5428337111343,2009-09-01,81.15428594624322,2009,9
Food and non-alcoholic beverages,3903.5428337111343,2009-10-01,84.00290476068763,2009,10
Food and non-alcoholic beverages,3903.5428337111343,2009-11-01,88.56726752233996,2009,11
Food and non-alcoholic beverages,3903.5428337111343,2009-12-01,86.89449755475572,2009,12
Food and non-alcoholic beverages,3903.5428337111343,2010-01-01,82.54578802699689,2010,1
Food and non-alcoholic beverages,3903.5428337111343,2010-02-01,78.86224871196497,2010,2
Food and non-alcoholic beverages,3903.5428337111343,2010-03-01,79.628313031005,2010,3
Food and non-alcoholic beverages,3903.5428337111343,2010-04-01,78.0895703008317,2010,4
Food and non-alcoholic beverages,3903.5428337111343,2010-05-01,77.7728625447927,2010,5
Food and non-alcoholic beverages,3903.5428337111343,2010-06-01,76.48675529522065,2010,6
Food and non-alcoholic beverages,3903.5428337111343,2010-07-01,74.38705642947619,2010,7
Food and non-alcoholic beverages,3903.5428337111343,2010-08-01,75.62080341391136,2010,8
Food and non-alcoholic beverages,3903.5428337111343,2010-09-01,79.82919586454895,2010,9
Food and non-alcoholic beverages,3903.5428337111343,2010-10-01,79.94887066315722,2010,10
Food and non-alcoholic beverages,3903.5428337111343,2010-11-01,79.20012754764271,2010,11
Food and non-alcoholic beverages,3903.5428337111343,2010-12-01,76.28866837539795,2010,12
Food and non-alcoholic beverages,3903.5428337111343,2011-01-01,73.33882939287244,2011,1
Food and non-alcoholic beverages,3903.5428337111343,2011-02-01,73.18755166870696,2011,2
Food and non-alcoholic beverages,3903.5428337111343,2011-03-01,75.36861945238367,2011,3
Food and non-alcoholic beverages,3903.5428337111343,2011-04-01,79.82956194082564,2011,4
Food and non-alcoholic beverages,3903.5428337111343,2011-05-01,79.43379942322154,2011,5
Food and non-alcoholic beverages,3903.5428337111343,2011-06-01,80.79320164062392,2011,6
Food and non-alcoholic beverages,3903.5428337111343,2011-07-01,81.1725103350034,2011,7
Food and non-alcoholic beverages,3903.5428337111343,2011-08-01,81.10166344960909,2011,8
Food and non-alcoholic beverages,3903.5428337111343,2011-09-01,82.2742153596649,2011,9
Food and non-alcoholic beverages,3903.5428337111343,2011-10-01,83.29040855253966,2011,10
Food and non-alcoholic beverages,3903.5428337111343,2011-11-01,84.32134061461234,2011,11
Food and non-alcoholic beverages,3903.5428337111343,2011-12-01,83.4469860727339,2011,12
Food and non-alcoholic beverages,3903.5428337111343,2012-01-01,81.77637242245699,2012,1
Food and non-alcoholic beverages,3903.5428337111343,2012-02-01,84.26569607625777,2012,2
Food and non-alcoholic beverages,3903.5428337111343,2012-03-01,89.59319557781882,2012,3
Food and non-alcoholic beverages,3903.5428337111343,2012-04-01,91.78191087839649,2012,4
Food and non-alcoholic beverages,3903.5428337111343,2012-05-01,93.74194691357229,2012,5
Food and non-alcoholic beverages,3903.5428337111343,2012-06-01,92.97501255643796,2012,6
Food and non-alcoholic beverages,3903.5428337111343,2012-07-01,94.0257209966297,2012,7
Food and non-alcoholic beverages,3903.5428337111343,2012-08-01,95.92125444535024,2012,8
Food and non-alcoholic beverages,3903.5428337111343,2012-09-01,97.7288542971889,2012,9
Food and non-alcoholic beverages,3903.5428337111343,2012-10-01,99.76402866182605,2012,10
Food and non-alcoholic beverages,3903.5428337111343,2012-11-01,98.34646470796217,2012,11
Food and non-alcoholic beverages,3903.5428337111343,2012-12-01,95.42476275038953,2012,12
Food and non-alcoholic beverages,3903.5428337111343,2013-01-01,94.13628983282186,2013,1
Food and non-alcoholic beverages,3903.5428337111343,2013-02-01,94.05484962065188,2013,2
Food and non-alcoholic beverages,3903.5428337111343,2013-03-01,95.98611290142168,2013,3
Food and non-alcoholic beverages,3903.5428337111343,2013-04-01,98.69704113678587,2013,4
Food and non-alcoholic beverages,3903.5428337111343,2013-05-01,99.04120005956233,2013,5
Food and non-alcoholic beverages,3903.5428337111343,2013-06-01,98.49149801154172,2013,6
Food and non-alcoholic beverages,3903.5428337111343,2013-07-01,99.60746698965832,2013,7
Food and non-alcoholic beverages,3903.5428337111343,2013-08-01,101.08861614227106,2013,8
Food and non-alcoholic beverages,3903.5428337111343,2013-09-01,108.01083932127716,2013,9
Food and non-alcoholic beverages,3903.5428337111343,2013-10-01,110.32182787564523,2013,10
Food and non-alcoholic beverages,3903.5428337111343,2013-11-01,109.11197368823774,2013,11
Food and non-alcoholic beverages,3903.5428337111343,2013-12-01,101.98621760087559,2013,12
Food and non-alcoholic beverages,3903.5428337111343,2014-01-01,98.11598836037669,2014,1
Food and non-alcoholic beverages,3903.5428337111343,2014-02-01,100.00000000000001,2014,2
Food and non-alcoholic beverages,3903.5428337111343,2014-03-01,104.9493649301679,2014,3
Food and non-alcoholic beverages,3903.5428337111343,2014-04-01,105.06756604239676,2014,4
Food and non-alcoholic beverages,3903.5428337111343,2014-05-01,105.6996558388889,2014,5
Food and non-alcoholic beverages,3903.5428337111343,2014-06-01,105.58346245117868,2014,6
Food and non-alcoholic beverages,3903.5428337111343,2014-07-01,104.72549019775339,2014,7
Food and non-alcoholic beverages,3903.5428337111343,2014-08-01,105.89855135935845,2014,8
Food and non-alcoholic beverages,3903.5428337111343,2014-09-01,106.13435335786554,2014,9
Food and non-alcoholic beverages,3903.5428337111343,2014-10-01,104.8438207677172,2014,10
Food and non-alcoholic beverages,3903.5428337111343,2014-11-01,101.43634208336682,2014,11
Food and non-alcoholic beverages,3903.5428337111343,2014-12-01,98.73160464685313,2014,12
Food and non-alcoholic beverages,3903.5428337111343,2015-01-01,96.6171677793936,2015,1
Food and non-alcoholic beverages,3903.5428337111343,2015-02-01,98.97814884673753,2015,2
Food and non-alcoholic beverages,3903.5428337111343,2015-03-01,103.08925860389613,2015,3
Food and non-alcoholic beverages,3903.5428337111343,2015-04-01,107.54028802871831,2015,4
Food and non-alcoholic beverages,3903.5428337111343,2015-05-01,107.35422118881613,2015,5
Food and non-alcoholic beverages,3903.5428337111343,2015-06-01,105.63642188244164,2015,6
Food and non-alcoholic beverages,3903.5428337111343,2015-07-01,104.56928874015595,2015,7
Food and non-alcoholic beverages,3903.5428337111343,2015-08-01,108.23208435947933,2015,8
Food and non-alcoholic beverages,3903.5428337111343,2015-09-01,111.55094005907429,2015,9
Food and non-alcoholic beverages,3903.5428337111343,2015-10-01,115.51059668539784,2015,10
Food and non-alcoholic beverages,3903.5428337111343,2015-11-01,116.58180401713207,2015,11
Food and non-alcoholic beverages,3903.5428337111343,2015-12-01,111.6329453736767,2015,12
Food and non-alcoholic beverages,3903.5428337111343,2016-01-01,108.92518577246575,2016,1
Food and non-alcoholic beverages,3903.5428337111343,2016-02-01,109.87968389636467,2016,2
Food and non-alcoholic beverages,3903.5428337111343,2016-03-01,113.39669262758251,2016,3
Food and non-alcoholic beverages,3903.5428337111343,2016-04-01,114.48396202636047,2016,4
Food and non-alcoholic beverages,3903.5428337111343,2016-05-01,114.22068694729155,2016,5
Food and non-alcoholic beverages,3903.5428337111343,2016-06-01,116.65749830205718,2016,6
Food and non-alcoholic beverages,3903.5428337111343,2016-07-01,119.54631255123557,2016,7
Food and non-alcoholic beverages,3903.5428337111343,2016-08-01,122.58505757351136,2016,8
Food and non-alcoholic beverages,3903.5428337111343,2016-09-01,126.52642438906092,2016,9
Food and non-alcoholic beverages,3903.5428337111343,2016-10-01,134.49223215501897,2016,10
Food and non-alcoholic beverages,3903.5428337111343,2016-11-01,135.61467206436095,2016,11
Food and non-alcoholic beverages,3903.5428337111343,2016-12-01,134.9115832552235,2016,12
Food and non-alcoholic beverages,3903.5428337111343,2017-01-01,132.7889363499563,2017,1
Food and non-alcoholic beverages,3903.5428337111343,2017-02-01,136.75871459788362,2017,2
Food and non-alcoholic beverages,3903.5428337111343,2017-03-01,140.1456184687828,2017,3
Food and non-alcoholic beverages,3903.5428337111343,2017-04-01,141.27441069320403,2017,4
Food and non-alcoholic beverages,3903.5428337111343,2017-05-01,137.8891134815568,2017,5
Food and non-alcoholic beverages,3903.5428337111343,2017-06-01,133.49424790101074,2017,6
Food and non-alcoholic beverages,3903.5428337111343,2017-07-01,133.34496938901657,2017,7
Food and non-alcoholic beverages,3903.5428337111343,2017-08-01,135.40719262113407,2017,8
Food and non-alcoholic beverages,3903.5428337111343,2017-09-01,139.81258780430002,2017,9
Food and non-alcoholic beverages,3903.5428337111343,2017-10-01,142.57474534206162,2017,10
Food and non-alcoholic beverages,3903.5428337111343,2017-11-01,132.8922613563882,2017,11
Food and non-alcoholic beverages,3903.5428337111343,2017-12-01,126.60346119784931,2017,12
Food and non-alcoholic beverages,3903.5428337111343,2018-01-01,125.77899993322231,2018,1
Food and non-alcoholic beverages,3903.5428337111343,2018-02-01,126.59210000685097,2018,2
Food and non-alcoholic beverages,3903.5428337111343,2018-03-01,129.1167688766124,2018,3
Food and non-alcoholic beverages,3903.5428337111343,2018-04-10,130.19369104104973,2018,4
Food and non-alcoholic beverages,3903.5428337111343,2018-05-10,132.36632595514203,2018,5
Food and non-alcoholic beverages,3903.5428337111343,2018-06-10,128.58355785966035,2018,6
Food and non-alcoholic beverages,3903.5428337111343,2018-07-10,125.77735597876732,2018,7
Food and non-alcoholic beverages,3903.5428337111343,2018-08-10,126.8377391093069,2018,8
Food and non-alcoholic beverages,3903.5428337111343,2018-09-10,126.18117056017735,2018,9
Food and non-alcoholic beverages,3903.5428337111343,2018-10-10,122.36980219877871,2018,10
Food and non-alcoholic beverages,3903.5428337111343,2018-11-10,120.66586693784937,2018,11
Food and non-alcoholic beverages,3903.5428337111343,2018-12-10,117.84372190447931,2018,12
Food and non-alcoholic beverages,3903.5428337111343,2019-01-10,117.24166207220543,2019,1
Food and non-alcoholic beverages,3903.5428337111343,2019-02-10,117.31900668904849,2019,2
Food and non-alcoholic beverages,3903.5428337111343,2019-03-10,123.89648496930087,2019,3
Food and non-alcoholic beverages,3903.5428337111343,2019-04-10,125.69007093637917,2019,4
Food and non-alcoholic beverages,3903.5428337111343,2019-05-10,127.55656899646577,2019,5
Food and non-alcoholic beverages,3903.5428337111343,2019-06-10,127.16406557924164,2019,6
Food and non-alcoholic beverages,3903.5428337111343,2019-07-10,126.53043122092518,2019,7
Food and non-alcoholic beverages,3903.5428337111343,2019-08-10,131.5679871445148,2019,8
Food and non-alcoholic beverages,3903.5428337111343,2019-09-10,136.53489064507858,2019,9
Food and non-alcoholic beverages,3903.5428337111343,2019-10-10,139.7928829673336,2019,10
Food and non-alcoholic beverages,3903.5428337111343,2019-11-10,149.36838293266857,2019,11
Food and non-alcoholic beverages,3903.5428337111343,2019-12-10,145.9073558582898,2019,12
Food and non-alcoholic beverages,3903.5428337111343,2020-01-10,143.2191590740197,2020,1
Food and non-alcoholic beverages,3903.5428337111343,2020-02-10,148.5094033592898,2020,2
Food and non-alcoholic beverages,3903.5428337111343,2020-03-10,153.78120642254004,2020,3
Food and non-alcoholic beverages,3903.5428337111343,2020-04-10,149.18248497263244,2020,4
Food and non-alcoholic beverages,3903.5428337111343,2020-05-10,144.76448639516283,2020,5
Food and non-alcoholic beverages,3903.5428337111343,2020-06-10,145.38075451851387,2020,6
Food and non-alcoholic beverages,3903.5428337111343,2020-07-10,148.47426411185418,2020,7
Food and non-alcoholic beverages,3903.5428337111343,2020-08-10,151.9642394362579,2020,8
Food and non-alcoholic beverages,3903.5428337111343,2020-09-10,157.14924912323661,2020,9
Food and non-alcoholic beverages,3903.5428337111343,2020-10-10,159.14376614988075,2020,10
Food and non-alcoholic beverages,3903.5428337111343,2020-11-10,156.6929102575853,2020,11
Food and non-alcoholic beverages,3903.5428337111343,2020-12-10,151.79304937566872,2020,12
Food and non-alcoholic beverages,3903.5428337111343,2021-01-10,148.147041892385,2021,1
Food and non-alcoholic beverages,3903.5428337111343,2021-02-10,149.91680182150287,2021,2
Food and non-alcoholic beverages,3903.5428337111343,2021-03-10,153.06605921406594,2021,3
Food and non-alcoholic beverages,3903.5428337111343,2021-04-10,149.7873884304165,2021,4
Food and non-alcoholic beverages,3903.5428337111343,2021-05-10,143.25536489249077,2021,5
Food and non-alcoholic beverages,3903.5428337111343,2021-06-10,143.1559216427141,2021,6
Food and non-alcoholic beverages,3903.5428337111343,2021-07-10,143.27914589372938,2021,7
Food and non-alcoholic beverages,3903.5428337111343,2021-08-10,143.29604276793202,2021,8
Food and non-alcoholic beverages,3903.5428337111343,2021-09-10,143.9296322821715,2021,9
Food and non-alcoholic beverages,3903.5428337111343,2021-10-10,142.3123234281462,2021,10
Food and non-alcoholic beverages,3903.5428337111343,2021-11-10,137.4814471543283,2021,11
Food and non-alcoholic beverages,3903.5428337111343,2021-12-10,137.2970175613287,2021,12
Food and non-alcoholic beverages,3903.5428337111343,2022-01-10,143.99478232067,2022,1
Food and non-alcoholic beverages,3903.5428337111343,2022-02-10,150.6196567703033,2022,2
Food and non-alcoholic beverages,3903.5428337111343,2022-03-10,157.0285313004781,2022,3
Food and non-alcoholic beverages,3903.5428337111343,2022-04-10,169.5675502344888,2022,4
Food and non-alcoholic beverages,3903.5428337111343,2022-05-10,177.4006534099305,2022,5
Food and non-alcoholic beverages,3903.5428337111343,2022-06-10,180.5285496619786,2022,6
Food and non-alcoholic beverages,3903.5428337111343,2022-07-10,190.1131683031197,2022,7
Food and non-alcoholic beverages,3903.5428337111343,2022-08-10,192.65516558086742,2022,8
Food and non-alcoholic beverages,3903.5428337111343,2022-09-10,203.23481032322448,2022,9
Food and non-alcoholic beverages,3903.5428337111343,2022-10-10,223.25946745184623,2022,10
Food and non-alcoholic beverages,3903.5428337111343,2022-11-10,226.09240477674766,2022,11
Food and non-alcoholic beverages,3903.5428337111343,2022-12-10,218.5943460132898,2022,12
Food and non-alcoholic beverages,3903.5428337111343,2023-01-10,226.45832482937635,2023,1
Food and non-alcoholic beverages,3903.5428337111343,2023-02-10,240.57500901202195,2023,2
Food and non-alcoholic beverages,3903.5428337111343,2023-03-10,255.2544696255114,2023,3
Food and non-alcoholic beverages,3903.5428337111343,2023-04-10,262.16810213077326,2023,4
Food and non-alcoholic beverages,3903.5428337111343,2023-05-10,247.68325840947963,2023,5
Food and non-alcoholic beverages,3903.5428337111343,2023-06-10,244.8636921309887,2023,6
Food and non-alcoholic beverages,3903.5428337111343,2023-07-10,245.58316750975493,2023,7
Food and non-alcoholic beverages,3903.5428337111343,2023-08-10,251.89836712487522,2023,8
Food and non-alcoholic beverages,3903.5428337111343,2023-09-10,270.4916630783602,2023,9
Food and non-alcoholic beverages,3903.5428337111343,2023-10-10,273.5362205181808,2023,10
Food and non-alcoholic beverages,3903.5428337111343,2023-11-10,262.3297348581569,2023,11
Food and non-alcoholic beverages,3903.5428337111343,2023-12-10,238.51590579460535,2023,12
Food and non-alcoholic beverages,3903.5428337111343,2024-01-10,233.01061440265025,2024,1
Food and non-alcoholic beverages,3903.5428337111343,2024-02-10,242.57908783712585,2024,2
Food and non-alcoholic beverages,3903.5428337111343,2024-03-10,244.81237111562092,2024,3
Food and non-alcoholic beverages,3903.5428337111343,2024-04-10,244.73533487252018,2024,4
Food and non-alcoholic beverages,3903.5428337111343,2024-05-10,238.9555627394593,2024,5
Food and non-alcoholic beverages,3903.5428337111343,2024-06-10,235.41851677437407,2024,6
Food and non-alcoholic beverages,3903.5428337111343,2024-07-10,236.54348260626838,2024,7
Food and non-alcoholic beverages,3903.5428337111343,2024-08-10,242.2043036327171,2024,8
Food and non-alcoholic beverages,3903.5428337111343,2024-09-10,248.44917964371152,2024,9
Food and non-alcoholic beverages,3903.5428337111343,2024-10-10,257.60152214057973,2024,10
Food and non-alcoholic beverages,3903.5428337111343,2024-11-10,260.91916375846165,2024,11
Food and non-alcoholic beverages,3903.5428337111343,2024-12-10,252.06166536427423,2024,12
Food and non-alcoholic beverages,3903.5428337111343,2025-01-10,242.48782401546822,2025,1
Food and non-alcoholic beverages,3903.5428337111343,2025-02-10,246.13886011920783,2025,2
Food and non-alcoholic beverages,3903.5428337111343,2025-03-10,253.4536034629382,2025,3
"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2009-02-01,94.19402731681835,2009,2
"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2009-03-01,93.646516077368,2009,3
"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2009-04-01,93.56491309488484,2009,4
"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2009-05-01,93.83042024678443,2009,5
"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2009-06-01,94.60706745387544,2009,6
"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2009-07-01,94.51171420717768,2009,7
"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2009-08-01,94.89620999109692,2009,8
"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2009-09-01,94.82262008179381,2009,9
"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2009-10-01,94.99353599148414,2009,10
"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2009-11-01,95.35111116562781,2009,11
"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2009-12-01,96.12988995971362,2009,12
"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2010-01-01,95.85840718495056,2010,1
"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2010-02-01,95.35624744398496,2010,2
"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2010-03-01,95.26769344566176,2010,3
"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2010-04-01,96.07443016415928,2010,4
"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2010-05-01,95.96256090023088,2010,5
"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2010-06-01,95.73762719302294,2010,6
"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2010-07-01,95.22073624335385,2010,7
"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2010-08-01,95.41551058607035,2010,8
"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2010-09-01,95.22338764530905,2010,9
"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2010-10-01,95.083600916872,2010,10
"Furnishing, household equipment and routine household maintenance ",345.92335209688025,2010-11-01,95.8213905045563,2010,11
